Year,Ticker,Beta_t,Vol_t,EoverP_t,DoverP_t,Beta_t1,RealisedReturn_t1
2010,MSFT,0.8915813614551313,"Ticker
MSFT    0.219104
dtype: float64","Ticker
MSFT    0.605593
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
MSFT    0.02574
Name: 2010-12-31 00:00:00, dtype: float64",0.8259724781496552,"Ticker
MSFT   -0.045157
dtype: float64"
2010,ORCL,0.9172962333532654,"Ticker
ORCL    0.245485
dtype: float64","Ticker
ORCL    0.166155
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
ORCL    0.007819
Name: 2010-12-31 00:00:00, dtype: float64",1.251080174733641,"Ticker
ORCL   -0.174621
dtype: float64"
2010,PEP,0.5229384777126459,"Ticker
PEP    0.149648
dtype: float64","Ticker
PEP    0.158116
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
PEP    0.043947
Name: 2010-12-31 00:00:00, dtype: float64",0.45760639872215847,"Ticker
PEP    0.047619
dtype: float64"
2010,PFE,0.773084648043836,"Ticker
PFE    0.210083
dtype: float64","Ticker
PFE    0.147835
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
PFE    0.07318
Name: 2010-12-31 00:00:00, dtype: float64",0.8309597220413022,"Ticker
PFE    0.287841
dtype: float64"
2010,PG,0.47208450924224915,"Ticker
PG    0.133492
dtype: float64","Ticker
PG    0.149091
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
PG    0.044633
Name: 2010-12-31 00:00:00, dtype: float64",0.45679257668191,"Ticker
PG    0.070635
dtype: float64"
2010,QCOM,0.8422340400560394,"Ticker
QCOM    0.296791
dtype: float64","Ticker
QCOM    0.286001
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
QCOM    0.021596
Name: 2010-12-31 00:00:00, dtype: float64",1.135602770956307,"Ticker
QCOM    0.122479
dtype: float64"
2010,SLB,1.456793619390661,"Ticker
SLB    0.337718
dtype: float64","Ticker
SLB    0.049864
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
SLB    0.014199
Name: 2010-12-31 00:00:00, dtype: float64",1.4780820881218877,"Ticker
SLB   -0.171569
dtype: float64"
2010,T,0.5928263381182634,"Ticker
T    0.149133
dtype: float64","Ticker
T    0.209463
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
T    0.215888
Name: 2010-12-31 00:00:00, dtype: float64",0.6077250406758482,"Ticker
T    0.110956
dtype: float64"
2010,UNH,0.7635541345251367,"Ticker
UNH    0.254795
dtype: float64","Ticker
UNH    0.820884
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
UNH    0.013922
Name: 2010-12-31 00:00:00, dtype: float64",0.9984294512600255,"Ticker
UNH    0.42189
dtype: float64"
2010,WFC,1.4818561004355613,"Ticker
WFC    0.338068
dtype: float64","Ticker
WFC    0.267048
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
WFC    0.009606
Name: 2010-12-31 00:00:00, dtype: float64",1.4358885594774609,"Ticker
WFC   -0.095361
dtype: float64"
2010,WMT,0.3850941820236012,"Ticker
WMT    0.1388
dtype: float64","Ticker
WMT    0.176698
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
WMT    0.030507
Name: 2010-12-31 00:00:00, dtype: float64",0.4721371111522276,"Ticker
WMT    0.138448
dtype: float64"
2010,XOM,0.840851734724215,"Ticker
XOM    0.179411
dtype: float64","Ticker
XOM    0.180014
Name: 2010-12-31 00:00:00, dtype: float64","Ticker
XOM    0.041542
Name: 2010-12-31 00:00:00, dtype: float64",0.9520550806971838,"Ticker
XOM    0.186676
dtype: float64"
2011,AAPL,0.7697330170661499,"Ticker
AAPL    0.261732
dtype: float64","Ticker
AAPL    0.528264
Name: 2011-12-30 00:00:00, dtype: float64",,1.2492530777760313,"Ticker
AAPL    0.32567
dtype: float64"
2011,AMZN,0.9724535552157271,"Ticker
AMZN    0.383328
dtype: float64","Ticker
AMZN    0.708261
Name: 2011-12-30 00:00:00, dtype: float64",,1.1015655715487416,"Ticker
AMZN    0.449278
dtype: float64"
2011,BAC,1.9312599223573068,"Ticker
BAC    0.574971
dtype: float64","Ticker
BAC    0.758152
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
BAC    0.009053
Name: 2011-12-30 00:00:00, dtype: float64",2.057197244250766,"Ticker
BAC    1.098256
dtype: float64"
2011,BRK-A,1.0071166200613415,"Ticker
BRK-A    0.269788
dtype: float64","Ticker
BRK-A    0.490391
Name: 2011-12-30 00:00:00, dtype: float64",,0.6547383693816538,"Ticker
BRK-A    0.168228
dtype: float64"
2011,BRK-B,1.1063513468985706,"Ticker
BRK-B    0.290883
dtype: float64","Ticker
BRK-B    0.49135
Name: 2011-12-30 00:00:00, dtype: float64",,0.7584229621667427,"Ticker
BRK-B    0.175622
dtype: float64"
2011,COP,0.9762903556362215,"Ticker
COP    0.274465
dtype: float64","Ticker
COP    0.225714
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
COP    0.057573
Name: 2011-12-30 00:00:00, dtype: float64",0.988815465201191,"Ticker
COP    0.091988
dtype: float64"
2011,CSCO,1.059513861675385,"Ticker
CSCO    0.351545
dtype: float64","Ticker
CSCO    0.203521
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
CSCO    0.014953
Name: 2011-12-30 00:00:00, dtype: float64",1.0642369715125248,"Ticker
CSCO    0.116055
dtype: float64"
2011,CVX,1.041249407663097,"Ticker
CVX    0.276264
dtype: float64","Ticker
CVX    0.142619
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
CVX    0.050365
Name: 2011-12-30 00:00:00, dtype: float64",1.0438674261775496,"Ticker
CVX    0.050615
dtype: float64"
2011,DIS,1.1281234993737754,"Ticker
DIS    0.30732
dtype: float64","Ticker
DIS    0.147442
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
DIS    0.018091
Name: 2011-12-30 00:00:00, dtype: float64",0.943531947190927,"Ticker
DIS    0.348122
dtype: float64"
2011,GE,1.145908588391422,"Ticker
GE    0.305719
dtype: float64","Ticker
GE    0.095526
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
GE    0.044047
Name: 2011-12-30 00:00:00, dtype: float64",1.1445448730785581,"Ticker
GE    0.215885
dtype: float64"
2011,GOOG,0.8802944644991403,"Ticker
GOOG    0.294414
dtype: float64","Ticker
GOOG    0.558978
Name: 2011-12-30 00:00:00, dtype: float64",,0.8404138513842081,"Ticker
GOOG    0.095185
dtype: float64"
2011,HD,0.8657735391229046,"Ticker
HD    0.261602
dtype: float64","Ticker
HD    0.47457
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
HD    0.033507
Name: 2011-12-30 00:00:00, dtype: float64",0.8906708344793169,"Ticker
HD    0.503411
dtype: float64"
2011,IBM,0.7617199805336087,"Ticker
IBM    0.223753
dtype: float64","Ticker
IBM    0.05511
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
IBM    0.026118
Name: 2011-12-30 00:00:00, dtype: float64",0.8464379156636548,"Ticker
IBM    0.059249
dtype: float64"
2011,INTC,0.8650458779116658,"Ticker
INTC    0.272829
dtype: float64","Ticker
INTC   -0.267313
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
INTC    0.04666
Name: 2011-12-30 00:00:00, dtype: float64",1.1057369291163015,"Ticker
INTC   -0.120147
dtype: float64"
2011,JNJ,0.5909904784056746,"Ticker
JNJ    0.172539
dtype: float64","Ticker
JNJ    0.201685
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
JNJ    0.050477
Name: 2011-12-30 00:00:00, dtype: float64",0.470741824774956,"Ticker
JNJ    0.108474
dtype: float64"
2011,JPM,1.4986777069528243,"Ticker
JPM    0.403919
dtype: float64","Ticker
JPM    0.888338
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
JPM    0.034871
Name: 2011-12-30 00:00:00, dtype: float64",1.4646811777808926,"Ticker
JPM    0.361807
dtype: float64"
2011,KO,0.5878570742721461,"Ticker
KO    0.174683
dtype: float64","Ticker
KO    0.107341
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
KO    0.040522
Name: 2011-12-30 00:00:00, dtype: float64",0.6573812866752701,"Ticker
KO    0.065276
dtype: float64"
2011,MCD,0.5054038588668032,"Ticker
MCD    0.167912
dtype: float64","Ticker
MCD    0.161493
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
MCD    0.036061
Name: 2011-12-30 00:00:00, dtype: float64",0.5534279258083824,"Ticker
MCD   -0.092596
dtype: float64"
2011,MRK,0.751295737230324,"Ticker
MRK    0.224324
dtype: float64","Ticker
MRK    0.291476
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
MRK    0.063063
Name: 2011-12-30 00:00:00, dtype: float64",0.6262145930128993,"Ticker
MRK    0.131365
dtype: float64"
2011,MSFT,0.8259752057063191,"Ticker
MSFT    0.234413
dtype: float64","Ticker
MSFT    0.634233
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
MSFT    0.033329
Name: 2011-12-30 00:00:00, dtype: float64",1.1057373282730023,"Ticker
MSFT    0.057989
dtype: float64"
2011,ORCL,1.2510802412923692,"Ticker
ORCL    0.355673
dtype: float64","Ticker
ORCL    0.201308
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
ORCL    0.010894
Name: 2011-12-30 00:00:00, dtype: float64",1.118579978947593,"Ticker
ORCL    0.317169
dtype: float64"
2011,PEP,0.4576058354219919,"Ticker
PEP    0.170174
dtype: float64","Ticker
PEP    0.150929
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
PEP    0.044946
Name: 2011-12-30 00:00:00, dtype: float64",0.4290517644665826,"Ticker
PEP    0.063953
dtype: float64"
2011,PFE,0.8309593736212015,"Ticker
PFE    0.243004
dtype: float64","Ticker
PFE    0.114793
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
PFE    0.063137
Name: 2011-12-30 00:00:00, dtype: float64",0.5339180285012334,"Ticker
PFE    0.204252
dtype: float64"
2011,PG,0.456792534754744,"Ticker
PG    0.150051
dtype: float64","Ticker
PG    0.139255
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
PG    0.045468
Name: 2011-12-30 00:00:00, dtype: float64",0.5013607124505484,"Ticker
PG    0.052036
dtype: float64"
2011,QCOM,1.1356018612068222,"Ticker
QCOM    0.323419
dtype: float64","Ticker
QCOM    0.254795
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
QCOM    0.02171
Name: 2011-12-30 00:00:00, dtype: float64",1.1998520315733379,"Ticker
QCOM    0.148898
dtype: float64"
2011,SLB,1.4780820960385317,"Ticker
SLB    0.39626
dtype: float64","Ticker
SLB    0.060191
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
SLB    0.020404
Name: 2011-12-30 00:00:00, dtype: float64",1.4552193909753999,"Ticker
SLB    0.030059
dtype: float64"
2011,T,0.6077240201888274,"Ticker
T    0.182295
dtype: float64","Ticker
T    0.188543
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
T    0.198954
Name: 2011-12-30 00:00:00, dtype: float64",0.5931103066549258,"Ticker
T    0.195225
dtype: float64"
2011,UNH,0.9984281573847122,"Ticker
UNH    0.309574
dtype: float64","Ticker
UNH    0.577319
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
UNH    0.014844
Name: 2011-12-30 00:00:00, dtype: float64",0.7312356343956778,"Ticker
UNH    0.086026
dtype: float64"
2011,WFC,1.435891265044979,"Ticker
WFC    0.386608
dtype: float64","Ticker
WFC    0.295198
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
WFC    0.025485
Name: 2011-12-30 00:00:00, dtype: float64",1.319774816791817,"Ticker
WFC    0.273463
dtype: float64"
2011,WMT,0.47213783931674635,"Ticker
WMT    0.165679
dtype: float64","Ticker
WMT    0.155209
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
WMT    0.03228
Name: 2011-12-30 00:00:00, dtype: float64",0.41406775516131256,"Ticker
WMT    0.16989
dtype: float64"
2011,XOM,0.9520559964831334,"Ticker
XOM    0.252887
dtype: float64","Ticker
XOM    0.151696
Name: 2011-12-30 00:00:00, dtype: float64","Ticker
XOM    0.03722
Name: 2011-12-30 00:00:00, dtype: float64",0.9240439002679129,"Ticker
XOM    0.047014
dtype: float64"
2012,AAPL,1.2492555264304066,"Ticker
AAPL    0.294389
dtype: float64","Ticker
AAPL    0.398489
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
AAPL    0.011731
Name: 2012-12-31 00:00:00, dtype: float64",0.5902268578567106,"Ticker
AAPL    0.080696
dtype: float64"
2012,AMZN,1.1015655715487416,"Ticker
AMZN    0.316394
dtype: float64","Ticker
AMZN    0.488699
Name: 2012-12-31 00:00:00, dtype: float64",,1.2794314455104485,"Ticker
AMZN    0.589628
dtype: float64"
2012,BAC,2.0571937677837613,"Ticker
BAC    0.388944
dtype: float64","Ticker
BAC    0.361325
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
BAC    0.004314
Name: 2012-12-31 00:00:00, dtype: float64",1.384853803686353,"Ticker
BAC    0.345106
dtype: float64"
2012,BRK-A,0.6547383693816538,"Ticker
BRK-A    0.118476
dtype: float64","Ticker
BRK-A    0.419773
Name: 2012-12-31 00:00:00, dtype: float64",,1.017670625862534,"Ticker
BRK-A    0.327018
dtype: float64"
2012,BRK-B,0.7584229621667427,"Ticker
BRK-B    0.125835
dtype: float64","Ticker
BRK-B    0.417949
Name: 2012-12-31 00:00:00, dtype: float64",,1.1056340021457227,"Ticker
BRK-B    0.321739
dtype: float64"
2012,CSCO,1.0642375833863196,"Ticker
CSCO    0.25716
dtype: float64","Ticker
CSCO    0.182358
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
CSCO    0.037216
Name: 2012-12-31 00:00:00, dtype: float64",0.8611457560462843,"Ticker
CSCO    0.167266
dtype: float64"
2012,CVX,1.043869338222752,"Ticker
CVX    0.173958
dtype: float64","Ticker
CVX    0.135748
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
CVX    0.054454
Name: 2012-12-31 00:00:00, dtype: float64",0.83737120500192,"Ticker
CVX    0.193086
dtype: float64"
2012,DIS,0.943532659323728,"Ticker
DIS    0.179316
dtype: float64","Ticker
DIS    0.109368
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
DIS    0.016774
Name: 2012-12-31 00:00:00, dtype: float64",1.138840605097688,"Ticker
DIS    0.553389
dtype: float64"
2012,GE,1.144542734838243,"Ticker
GE    0.1858
dtype: float64","Ticker
GE    0.078565
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
GE    0.044838
Name: 2012-12-31 00:00:00, dtype: float64",0.9936480650877869,"Ticker
GE    0.378594
dtype: float64"
2012,GOOG,0.8404140363407844,"Ticker
GOOG    0.227073
dtype: float64","Ticker
GOOG    0.510396
Name: 2012-12-31 00:00:00, dtype: float64",,0.9459265133704662,"Ticker
GOOG    0.584311
dtype: float64"
2012,HD,0.8906733025715836,"Ticker
HD    0.187194
dtype: float64","Ticker
HD    0.315662
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
HD    0.024859
Name: 2012-12-31 00:00:00, dtype: float64",0.8587293793325382,"Ticker
HD    0.358964
dtype: float64"
2012,IBM,0.8464355825028188,"Ticker
IBM    0.160935
dtype: float64","Ticker
IBM    0.052027
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
IBM    0.028058
Name: 2012-12-31 00:00:00, dtype: float64",0.7513067420988612,"Ticker
IBM   -0.001776
dtype: float64"
2012,INTC,1.105730378312004,"Ticker
INTC    0.212135
dtype: float64","Ticker
INTC   -0.303815
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
INTC    0.059
Name: 2012-12-31 00:00:00, dtype: float64",0.8808314328980074,"Ticker
INTC    0.3092
dtype: float64"
2012,JNJ,0.4707417729401225,"Ticker
JNJ    0.09643
dtype: float64","Ticker
JNJ    0.181948
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
JNJ    0.048573
Name: 2012-12-31 00:00:00, dtype: float64",0.7785177056690077,"Ticker
JNJ    0.346244
dtype: float64"
2012,JPM,1.4646742355961093,"Ticker
JPM    0.282318
dtype: float64","Ticker
JPM    0.652324
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
JPM    0.036809
Name: 2012-12-31 00:00:00, dtype: float64",1.252604294241617,"Ticker
JPM    0.367334
dtype: float64"
2012,KO,0.657380526807422,"Ticker
KO    0.129274
dtype: float64","Ticker
KO    0.100764
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
KO    0.041277
Name: 2012-12-31 00:00:00, dtype: float64",0.8245332457993821,"Ticker
KO    0.17233
dtype: float64"
2012,MCD,0.5534252997469932,"Ticker
MCD    0.139504
dtype: float64","Ticker
MCD    0.177972
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
MCD    0.045082
Name: 2012-12-31 00:00:00, dtype: float64",0.5548220291833199,"Ticker
MCD    0.135949
dtype: float64"
2012,MRK,0.6262142035173417,"Ticker
MRK    0.15472
dtype: float64","Ticker
MRK    0.257632
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
MRK    0.060386
Name: 2012-12-31 00:00:00, dtype: float64",0.6548218526561936,"Ticker
MRK    0.268267
dtype: float64"
2012,MSFT,1.1057388620907909,"Ticker
MSFT    0.205553
dtype: float64","Ticker
MSFT    0.59947
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
MSFT    0.038451
Name: 2012-12-31 00:00:00, dtype: float64",0.8633455027490239,"Ticker
MSFT    0.44298
dtype: float64"
2012,ORCL,1.1185840501656805,"Ticker
ORCL    0.205283
dtype: float64","Ticker
ORCL    0.152833
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
ORCL    0.015104
Name: 2012-12-31 00:00:00, dtype: float64",1.0178297044817046,"Ticker
ORCL    0.156824
dtype: float64"
2012,PEP,0.4290496201861372,"Ticker
PEP    0.105872
dtype: float64","Ticker
PEP    0.141856
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
PEP    0.044393
Name: 2012-12-31 00:00:00, dtype: float64",0.6929725377706,"Ticker
PEP    0.24648
dtype: float64"
2012,PFE,0.533921562711164,"Ticker
PFE    0.127543
dtype: float64","Ticker
PFE    0.095323
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
PFE    0.057672
Name: 2012-12-31 00:00:00, dtype: float64",0.8370970260979343,"Ticker
PFE    0.262063
dtype: float64"
2012,PG,0.5013624007325499,"Ticker
PG    0.131535
dtype: float64","Ticker
PG    0.132367
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
PG    0.046455
Name: 2012-12-31 00:00:00, dtype: float64",0.7558266080111108,"Ticker
PG    0.236464
dtype: float64"
2012,QCOM,1.1998505108334432,"Ticker
QCOM    0.228636
dtype: float64","Ticker
QCOM    0.221773
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
QCOM    0.021838
Name: 2012-12-31 00:00:00, dtype: float64",0.7412073882839362,"Ticker
QCOM    0.223605
dtype: float64"
2012,SLB,1.455222321759561,"Ticker
SLB    0.255804
dtype: float64","Ticker
SLB    0.058435
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
SLB    0.021789
Name: 2012-12-31 00:00:00, dtype: float64",1.2735242913633809,"Ticker
SLB    0.320639
dtype: float64"
2012,T,0.5931106074238042,"Ticker
T    0.138331
dtype: float64","Ticker
T    0.157747
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
T    0.170328
Name: 2012-12-31 00:00:00, dtype: float64",0.7269763305554557,"Ticker
T    0.115536
dtype: float64"
2012,UNH,0.7312389659833745,"Ticker
UNH    0.210688
dtype: float64","Ticker
UNH    0.531588
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
UNH    0.017853
Name: 2012-12-31 00:00:00, dtype: float64",0.8467305827380522,"Ticker
UNH    0.410431
dtype: float64"
2012,V,0.9464179271540111,"Ticker
V    0.209069
dtype: float64","Ticker
V    0.286328
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
V    0.007137
Name: 2012-12-31 00:00:00, dtype: float64",1.0756760164160943,"Ticker
V    0.480564
dtype: float64"
2012,WFC,1.3197778880741677,"Ticker
WFC    0.216609
dtype: float64","Ticker
WFC    0.231807
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
WFC    0.036689
Name: 2012-12-31 00:00:00, dtype: float64",1.0423833109883378,"Ticker
WFC    0.367149
dtype: float64"
2012,WMT,0.41407718898054274,"Ticker
WMT    0.162995
dtype: float64","Ticker
WMT    0.13267
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
WMT    0.030087
Name: 2012-12-31 00:00:00, dtype: float64",0.5022509147968574,"Ticker
WMT    0.181638
dtype: float64"
2012,XOM,0.924041882392643,"Ticker
XOM    0.147711
dtype: float64","Ticker
XOM    0.144884
Name: 2012-12-31 00:00:00, dtype: float64","Ticker
XOM    0.04189
Name: 2012-12-31 00:00:00, dtype: float64",0.7981348200636722,"Ticker
XOM    0.201184
dtype: float64"
2013,AAPL,0.5902245482595982,"Ticker
AAPL    0.283802
dtype: float64","Ticker
AAPL    0.368733
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
AAPL    0.024167
Name: 2013-12-31 00:00:00, dtype: float64",0.8467261766563041,"Ticker
AAPL    0.406225
dtype: float64"
2013,AMZN,1.2794314455104485,"Ticker
AMZN    0.269157
dtype: float64","Ticker
AMZN    0.30743
Name: 2013-12-31 00:00:00, dtype: float64",,1.4789526031490488,"Ticker
AMZN   -0.221771
dtype: float64"
2013,BAC,1.3848526868313247,"Ticker
BAC    0.232789
dtype: float64","Ticker
BAC    0.268622
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
BAC    0.003207
Name: 2013-12-31 00:00:00, dtype: float64",1.2010433832050713,"Ticker
BAC    0.157352
dtype: float64"
2013,BRK-A,1.017670625862534,"Ticker
BRK-A    0.136828
dtype: float64","Ticker
BRK-A    0.316328
Name: 2013-12-31 00:00:00, dtype: float64",,0.849882051569026,"Ticker
BRK-A    0.270377
dtype: float64"
2013,BRK-B,1.1056340021457227,"Ticker
BRK-B    0.143857
dtype: float64","Ticker
BRK-B    0.316211
Name: 2013-12-31 00:00:00, dtype: float64",,0.9112322585869297,"Ticker
BRK-B    0.266447
dtype: float64"
2013,CSCO,0.8611486534970345,"Ticker
CSCO    0.249569
dtype: float64","Ticker
CSCO    0.156226
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
CSCO    0.032521
Name: 2013-12-31 00:00:00, dtype: float64",0.8604916878309112,"Ticker
CSCO    0.279759
dtype: float64"
2013,CVX,0.8373730896848176,"Ticker
CVX    0.130089
dtype: float64","Ticker
CVX    0.113779
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
CVX    0.050713
Name: 2013-12-31 00:00:00, dtype: float64",0.9773672303147124,"Ticker
CVX   -0.069889
dtype: float64"
2013,DIS,1.1388409809181015,"Ticker
DIS    0.177462
dtype: float64","Ticker
DIS    0.070406
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
DIS    0.012382
Name: 2013-12-31 00:00:00, dtype: float64",1.1955788468258337,"Ticker
DIS    0.248523
dtype: float64"
2013,FB,,,,,,
2013,GE,0.9936543971098933,"Ticker
GE    0.16784
dtype: float64","Ticker
GE    0.056989
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
GE    0.034032
Name: 2013-12-31 00:00:00, dtype: float64",1.014079363969703,"Ticker
GE   -0.066639
dtype: float64"
2013,GOOG,0.9459268309012353,"Ticker
GOOG    0.218191
dtype: float64","Ticker
GOOG    0.322156
Name: 2013-12-31 00:00:00, dtype: float64",,1.2985753989324753,"Ticker
GOOG   -0.059656
dtype: float64"
2013,HD,0.858730326094817,"Ticker
HD    0.171755
dtype: float64","Ticker
HD    0.232282
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
HD    0.0246
Name: 2013-12-31 00:00:00, dtype: float64",0.833957500344496,"Ticker
HD    0.302373
dtype: float64"
2013,IBM,0.7513138995381714,"Ticker
IBM    0.185155
dtype: float64","Ticker
IBM    0.05212
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
IBM    0.031515
Name: 2013-12-31 00:00:00, dtype: float64",0.7405698322768417,"Ticker
IBM   -0.123871
dtype: float64"
2013,INTC,0.8808337583158014,"Ticker
INTC    0.203502
dtype: float64","Ticker
INTC   -0.232062
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
INTC    0.04662
Name: 2013-12-31 00:00:00, dtype: float64",1.0639741899304909,"Ticker
INTC    0.442241
dtype: float64"
2013,JNJ,0.77851703456748,"Ticker
JNJ    0.125501
dtype: float64","Ticker
JNJ    0.135152
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
JNJ    0.038937
Name: 2013-12-31 00:00:00, dtype: float64",0.8840860323570433,"Ticker
JNJ    0.173374
dtype: float64"
2013,JPM,1.2526089624477095,"Ticker
JPM    0.190181
dtype: float64","Ticker
JPM    0.477077
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
JPM    0.031836
Name: 2013-12-31 00:00:00, dtype: float64",1.1620430506609303,"Ticker
JPM    0.098828
dtype: float64"
2013,KO,0.824528208288958,"Ticker
KO    0.153386
dtype: float64","Ticker
KO    0.085952
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
KO    0.038661
Name: 2013-12-31 00:00:00, dtype: float64",0.4603251972241331,"Ticker
KO    0.052661
dtype: float64"
2013,MCD,0.5548250074643929,"Ticker
MCD    0.117669
dtype: float64","Ticker
MCD    0.156673
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
MCD    0.043144
Name: 2013-12-31 00:00:00, dtype: float64",0.559829338562268,"Ticker
MCD   -0.001014
dtype: float64"
2013,MRK,0.654817144356338,"Ticker
MRK    0.163024
dtype: float64","Ticker
MRK    0.203137
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
MRK    0.04874
Name: 2013-12-31 00:00:00, dtype: float64",0.8354911914120384,"Ticker
MRK    0.169319
dtype: float64"
2013,MSFT,0.8633420089480761,"Ticker
MSFT    0.247221
dtype: float64","Ticker
MSFT    0.415439
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
MSFT    0.031142
Name: 2013-12-31 00:00:00, dtype: float64",0.9760587427161981,"Ticker
MSFT    0.275647
dtype: float64"
2013,ORCL,1.0178281806797789,"Ticker
ORCL    0.227651
dtype: float64","Ticker
ORCL    0.132115
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
ORCL    0.007461
Name: 2013-12-31 00:00:00, dtype: float64",1.1533180047284046,"Ticker
ORCL    0.189748
dtype: float64"
2013,PEP,0.6929722986231841,"Ticker
PEP    0.133354
dtype: float64","Ticker
PEP    0.113806
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
PEP    0.037506
Name: 2013-12-31 00:00:00, dtype: float64",0.5739593953836081,"Ticker
PEP    0.172658
dtype: float64"
2013,PFE,0.8371022613792374,"Ticker
PFE    0.159453
dtype: float64","Ticker
PFE    0.07553
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
PFE    0.04985
Name: 2013-12-31 00:00:00, dtype: float64",0.8665172651108527,"Ticker
PFE    0.052765
dtype: float64"
2013,PG,0.7558244110907718,"Ticker
PG    0.159018
dtype: float64","Ticker
PG    0.107053
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
PG    0.040238
Name: 2013-12-31 00:00:00, dtype: float64",0.4249295378263839,"Ticker
PG    0.154239
dtype: float64"
2013,QCOM,0.7412120962917026,"Ticker
QCOM    0.174734
dtype: float64","Ticker
QCOM    0.181246
Name: 2013-12-31 00:00:00, dtype: float64","Ticker
QCOM    0.024043
Name: 2013-12-31 00:00:00, dtype: float64",1.0157420615980917,"Ticker
QCOM    0.022567
dtype: float64"
